municipality,official_website_url,office_rows,schema_ready_rows,unresolved_rows,legal_source_urls,election_source_urls,results_source_urls,current_officeholder_verified_rows,known_vacancies,officeholder_unresolved_markers,person_validation_status,conflicts_notes,status
Malden,https://www.cityofmalden.org/,4,4,0,https://www.cityofmalden.org/197/City-Charter | https://www.cityofmalden.org/259/Elected-Officials,https://www.cityofmalden.org/259/Elected-Officials | https://www.cityofmalden.org/DocumentCenter/View/11665/2026-State-Election-Candidates-English-PDF,https://www.cityofmalden.org/DocumentCenter/View/9312/Election-Results-Nov-5-2024-PDF,21,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Manchester-by-the-Sea,https://www.manchester.ma.us/,7,6,1,https://www.manchester.ma.us/DocumentCenter/View/8219/How-to-Run-for-Office-2026?bidId= | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.manchester.ma.us/DocumentCenter/View/8219/How-to-Run-for-Office-2026?bidId=,https://www.manchester.ma.us/DocumentCenter/View/9524/Annual-Town-Report-2025 | https://www.manchester.ma.us/DocumentCenter/View/9727/2026-May-19-Annual-Town-Election-Results,24,1,1,schema-valid-for-serialized-persons,"The 2026 local guide and ballot continue to describe/operate four elected seats plus one state appointee, while current M.G.L. c.121B §5 mandates three elected, one tenant-appointed, and one state-appointed member. Current elected-seat identity is not serialized pending transition reconciliation.",locally-researched-partial-or-substantial
Mansfield,https://www.mansfieldma.com/,5,4,1,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5 | https://ecode360.com/28866340 | https://www.mansfieldma.com/DocumentCenter/View/11487/Annual-Town-Report-2024-PDF,https://www.mansfieldma.com/DocumentCenter/View/13029/Nomination-Papers-Available-PDF | https://www.mansfieldma.com/DocumentCenter/View/11487/Annual-Town-Report-2024-PDF,https://www.mansfieldma.com/DocumentCenter/View/14694/Unofficial-Results-5-12-26-ATE | https://www.mansfieldma.com/DocumentCenter/View/11487/Annual-Town-Report-2024-PDF,12,0,1,schema-valid-for-serialized-persons,"Current municipal Housing Authority materials retain four local non-state seats and local elections continued in 2026, while current M.G.L. c.121B §5 requires three elected plus a tenant appointee and state appointee. Which current local seat is the tenant-transition seat is unresolved; no Post is serialized.",locally-researched-partial-or-substantial
Marblehead,https://marbleheadma.gov/,13,13,0,https://marbleheadma.gov/wp-content/uploads/2026/04/Annual-Town-Report-2025.pdf | https://malegislature.gov/Laws/SessionLaws/Acts/2025/Chapter90 | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://marbleheadma.gov/wp-content/uploads/2026/06/Town-election-official-results-June-9-2026.pdf,https://marbleheadma.gov/wp-content/uploads/2026/06/Town-election-official-results-June-9-2026.pdf,52,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Marion,https://www.marionma.gov/,9,9,0,https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,https://www.marionma.gov/762/Town-Meeting-Information | https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,https://marionma.gov/DocumentCenter/View/2746/Copy-of-Unofficial-ATE-Results?bidId= | https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,31,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Marlborough,https://www.marlborough-ma.gov/,3,3,0,https://www.marlborough-ma.gov/CivicAlerts.aspx?AID=86 | https://www.marlborough-ma.gov/387/City-Council | https://www.mps-edu.org/page/school-committee,https://www.marlborough-ma.gov/CivicAlerts.aspx?AID=86,https://www.marlborough-ma.gov/DocumentCenter/View/3476/2025-11-04-Municipal-Election-Results,18,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Marshfield,https://www.marshfield-ma.gov/,10,9,1,https://ecode360.com/30029163 | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select | https://www.marshfield-ma.gov/Documents/Government/Boards%20Commissions/Town%20Meeting/marshfield_tr_23_web_cc.pdf,19,0,8,schema-valid-for-serialized-persons,"Older local materials reflect the pre-2024 structure. Current M.G.L. c.121B §5 requires three elected, one tenant-appointed, and one state-appointed member; current elected-seat identity remains transition-unresolved.",locally-researched-partial-or-substantial
Mashpee,https://www.mashpeema.gov/,9,8,1,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026 | https://mashpeema.gov/DocumentCenter/View/1296/2007-Annual-Report | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results | https://www.mashpeema.gov/1436/Planning-Board,19,1,3,schema-valid-for-serialized-persons,Current state-law transition prevents safe serialization of the local elected-seat identity without a complete transition chain.,locally-researched-partial-or-substantial
Mattapoisett,https://www.mattapoisett.gov/,13,12,1,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List | https://mattapoisett.gov/317/Select-Board | https://www.mattapoisett.gov/257/Board-of-Assessors | https://www.mattapoisett.gov/258/Board-of-Health | https://www.oldrochester.org/district/sc | https://www.mattapoisett.gov/328/ORR-District-School-Committee | https://mattapoisett.gov/314/Library-Trustees | https://mattapoisett.gov/345/Water-Sewer-Commissioners | https://mattapoisett.gov/329/Planning-Board | https://www.mattapoisett.gov/263/Community-Preservation-Committee | https://www.mattapoisett.gov/188/Highway-Department | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List | https://www.mattapoisett.gov/188/Highway-Department,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information | https://www.mattapoisett.gov/188/Highway-Department,40,0,1,schema-valid-for-serialized-persons,"Current election materials prove the office remains on the ballot, but elected-seat composition is held unresolved pending c.121B transition reconciliation.",locally-researched-partial-or-substantial
Maynard,https://www.townofmaynard-ma.gov/,6,6,0,https://www.townofmaynard-ma.gov/261/Select-Board | https://townofmaynard-ma.gov/AgendaCenter/ViewFile/Agenda/_07232026-2180 | https://www.townofmaynard-ma.gov/ArchiveCenter/ViewFile/Item/371 | https://www.townofmaynard-ma.gov/DocumentCenter/View/4386/Presentation-for-Annual-Town-Meeting-May-18-2026 | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522 | https://www.townofmaynard-ma.gov/ArchiveCenter/ViewFile/Item/371,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522 | https://www.townofmaynard-ma.gov/ArchiveCenter/ViewFile/Item/371,18,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Medfield,https://www.town.medfield.net/,10,9,1,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026 | https://town.medfield.net/293/Select-Board | https://www.town.medfield.net/257/Board-of-Assessors | https://www.town.medfield.net/240/Planning-Board | https://www.town.medfield.net/2483/2026-Annual-Town-Meeting | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,22,0,4,schema-valid-for-serialized-persons,2026 local warrant labels one Housing Authority seat as a three-year election while current c.121B uses a three-elected/tenant/state structure with transition rules. Current local elected-seat mapping and normal term cycle are held unresolved.,locally-researched-partial-or-substantial
Medford,https://www.medfordma.org/,3,3,0,https://www.medfordma.org/boards-commissions/charter-study-committee | https://www.medfordma.org/citycouncil,https://www.medfordma.org/departments/elections-commission,https://www.medfordma.org/mayors-office/ | https://www.medfordma.org/citycouncil | https://www.mps02155.org/about/school-committee,14,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Medway,https://medwayma.gov/,10,10,0,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://medwayma.gov/2026-town-election-nomination-papers/,https://medwayma.gov/select-board/ | https://medwayma.gov/news-and-notices/town-election-results/ | https://www.medwayschools.org/page/school-committee | https://www.medwaylib.org/library-trustees/ | https://medwayma.gov/planning-economic-development-board/ | https://www.medwayma.gov/board-of-health/ | https://www.medwayma.gov/dpw-water-sewer/ | https://medwayma.gov/housing-authority/ | https://medwayma.gov/dpw-parks-commission/ | https://medwayma.gov/redevelopment-authority/,35,0,2,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Melrose,https://www.cityofmelrose.org/,4,4,0,https://www.cityofmelrose.org/336/City-of-Melrose-Charter-Administrative-C | https://northeastmetrotech.com/77018_2,https://www.cityofmelrose.org/m/newsflash/home/detail/52,https://www.cityofmelrose.org/196/Mayor | https://www.cityofmelrose.org/513/City-Council | https://www.cityofmelrose.org/m/NewsFlash/Home/Detail/74 | https://northeastmetrotech.com/77018_2,19,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Mendon,https://www.mendonma.gov/,13,13,0,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515 | https://www.mendonma.gov/sites/g/files/vyhlif881/f/pages/2024_annual_town_report.pdf | https://www.mendonma.gov/161/Tree-Warden | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515 | https://www.mendonma.gov/sites/g/files/vyhlif881/f/pages/2024_annual_town_report.pdf,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_05192026-1520 | https://mendonma.gov/210/Select-Board | https://www.mendonma.gov/227/Board-of-Assessors | https://www.mendonma.gov/226/Board-of-Health | https://www.mursd.org/o/mendon-upton-regional-school-district/page/school-committee-members | https://www.valleytech.k12.ma.us/school-committee | https://mendonma.gov/207/Taft-Library-Trustees | https://www.mendonma.gov/204/Water-Commission | https://www.mendonma.gov/212/Parks-Commission | https://www.mendonma.gov/211/Planning-Board | https://www.mendonma.gov/sites/g/files/vyhlif881/f/pages/2024_annual_town_report.pdf | https://www.mendonma.gov/161/Tree-Warden | https://mendonma.gov/169/Housing-Authority,37,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Merrimac,https://townofmerrimac.com/,13,13,0,https://townofmerrimac.com/wp-content/uploads/2026/05/2025-Annual-Town-Report.pdf | https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5 | https://townofmerrimac.com/wp-content/uploads/2026/01/MERRIMAC.-Election-schedule-2026.pdf,https://townofmerrimac.com/annual-local-election-information/,https://townofmerrimac.com/select-board/ | https://townofmerrimac.com/wp-content/uploads/2026/05/PCT-1-05042026.pdf | https://townofmerrimac.com/wp-content/uploads/2026/05/2025-Annual-Town-Report.pdf | https://townofmerrimac.com/elections-and-voting/,42,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Plainville,,10,1,9,https://ecode360.com/37942496,,,0,0,0,schema-valid-for-serialized-persons,Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective.,locally-researched-partial-or-substantial
South Hadley,,10,10,0,https://ecode360.com/30052008,https://ecode360.com/30052008,,0,0,0,schema-valid-for-serialized-persons,,locally-researched-partial-or-substantial
Southbridge,,7,6,1,https://ecode360.com/42276724,https://ecode360.com/42276730,,0,0,0,schema-valid-for-serialized-persons,"Charter text reviewed says regular election last Tuesday in June and general 3-year terms; MMA reported June 9 for 2026, so timing has a source conflict requiring amendment/bylaw reconciliation.",locally-researched-partial-or-substantial
Wakefield,,13,5,8,https://ecode360.com/13594234,https://ecode360.com/13594234,,0,0,0,schema-valid-for-serialized-persons,Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw. | Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw. | Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw. | Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw. | Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw. | Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw. | Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw. | Charter text reviewed establishes regular election fourth Tuesday in April unless changed by bylaw.,locally-researched-partial-or-substantial
Winchester,,8,1,7,https://ecode360.com/42156736,,,0,0,0,schema-valid-for-serialized-persons,Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective. | Charter identifies listed offices/bodies as elective.,locally-researched-partial-or-substantial
Methuen,https://www.cityofmethuen.net/,6,6,0,https://www.cityofmethuen.net/DocumentCenter/View/3804/Methuen-Home-Rule-Charter-as-of-December-12-2024-PDF | https://www.cityofmethuen.net/894/Candidate-Information,https://www.cityofmethuen.net/894/Candidate-Information,https://www.cityofmethuen.net/DocumentCenter/View/4874/Official-Certified-Municipal-Election-Results--11425-PDF?bidId=,21,0,1,schema-valid-for-serialized-persons,Second elected Housing Authority seat remains unresolved because certified 2025 winner Ellen Barrie Weinhold is absent from the current official roster; no replacement/appointment was inferred.,locally-researched-substantial
Middleborough,https://www.middleboroughma.gov/,9,9,0,https://ecode360.com/30717659 | https://ecode360.com/30455948 | https://ecode360.com/30718444 | https://www.middleboroughma.gov/852/Annual-Town-Election,https://www.middleboroughma.gov/852/Annual-Town-Election,https://www.middleboroughma.gov/DocumentCenter/View/8607/ELECTED-OFFICIALS?bidId=,42,0,0,schema-valid-for-serialized-persons,Current official 2026 elected-official roster permits full seat reconciliation. Planning Board associate and Housing Authority state appointee are excluded.,locally-researched-substantial
Middlefield,https://www.middlefield-ma.gov/,10,10,0,https://www.middlefield-ma.gov/DocumentCenter/View/275/Bylaws-Enacted-in-1987-PDF | https://www.middlefield-ma.gov/DocumentCenter/View/280/May-07-2022-Article13-PDF | https://www.middlefield-ma.gov/230/Town-Clerk | https://www.middlefield-ma.gov/232/Treasurer | https://www.middlefield-ma.gov/218/Zoning-Board-of-Appeals,https://www.middlefield-ma.gov/CivicAlerts.aspx | https://www.middlefield-ma.gov/m/newsflash/home/detail/36,https://www.middlefield-ma.gov/m/newsflash/home/detail/36 | https://www.middlefield-ma.gov/DocumentCenter/View/304/May-04-2024-Election-Results-PDF,22,0,6,schema-valid-for-serialized-persons,"Current official pages supersede obsolete 1987 bylaw text for Treasurer, Tax Collector, ZBA, and Town Clerk term. Current Planning Board page names four of five legal seats; Finance, Cemetery, and second Constable current holders are not fully reconciled. No shortage is treated as a vacancy.",locally-researched-substantial-with-source-conflicts
Middleton,https://middletonma.gov/,11,11,0,https://middletonma.gov/537/Town-Officials---Elected,https://middletonma.gov/315/Election-Results,https://middletonma.gov/315/Election-Results,37,1,0,schema-valid-for-serialized-persons,One elected Assessor seat is explicitly vacant. Only three locally elected Housing Authority seats are modeled.,locally-researched-substantial
Milford,https://www.milfordma.gov/,17,17,0,https://milfordma.gov/DocumentCenter/View/297/Town-of-Milford-By-Laws-PDF | https://malegislature.gov/Laws/SessionLaws/Acts/2026/Chapter15 | https://malegislature.gov/Laws/SessionLaws/Acts/2026/Chapter17 | https://www.valleytech.k12.ma.us/about/district/schoolcommittee,https://www.milfordma.gov/475/Election-Results,https://milfordma.gov/DocumentCenter/View/3047/Official-Results-2026-Annual-Town-Election,54,0,240,schema-valid-for-serialized-persons,Highway Surveyor is excluded as appointive under Acts 2026 c.15. Representative Town Meeting is 240 elected seats; all 240 holder slots remain seat-level unresolved pending complete three-cohort roster reconciliation.,locally-researched-substantial-with-officeholder-backfill
Millbury,https://www.millburyma.gov/,10,10,0,https://www.millburyma.gov/board-selectmen/files/annual-town-report-fy2025,https://www.millburyma.gov/board-selectmen/files/annual-town-report-fy2025,https://www.millburyma.gov/board-selectmen/files/annual-town-report-fy2025 | https://www.millburyma.gov/AgendaCenter/ViewFile/Agenda/_06232026-696 | https://www.valleytech.k12.ma.us/about/district/schoolcommittee,35,2,1,schema-valid-for-serialized-persons,Two explicit vacancies are preserved (Redevelopment Authority and locally elected Housing Authority). One Library Trustee seat remains unresolved and is not treated as vacant.,locally-researched-substantial
Millis,https://www.millisma.gov/,9,9,0,https://www.millisma.gov/home-rule-charter | https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/millis2024_final_tr.pdf | https://www.millisma.gov/finance-committee/minutes/finance-committee-meeting-minutes-october-1-2025,https://www.millisma.gov/town-clerk/pages/elections-voting,https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/millis2024_final_tr.pdf,4,0,23,schema-valid-for-serialized-persons,"Town Clerk remains modeled as elected; a proposed conversion was not treated as enacted. Assessors, Treasurer/Collector, Finance Committee, and Tree Warden are excluded as appointed. Current holder backfill remains incomplete except Select Board and Moderator.",locally-researched-substantial-with-officeholder-backfill
Millville,https://www.millvillema.org/,12,11,1,https://www.millvillema.org/home/files/2019-annual-town-report | https://www.millvillema.org/home/news/annual-town-election-unofficial-results-positions-specimen-ballot | https://www.millvillema.org/sites/g/files/vyhlif906/f/uploads/atm_warrant_5_11_26_with_explanations_and_recommendations_final.pdf,https://www.millvillema.org/home/news/annual-town-election-unofficial-results-positions-specimen-ballot | https://www.millvillema.org/news,https://www.millvillema.org/town-clerk/minutes/official-results-local-election | https://www.millvillema.org/news,20,0,14,schema-valid-for-serialized-persons,"Highway Surveyor is preserved as a research-only transition row and not schema-serialized because the post-April-2026 elected/appointed status could not be conclusively established from accessible authoritative material. The signed April 21, 2026 Select Board warrant is preferred over older staff-directory names.",locally-researched-substantial-with-structural-transition
Milton,https://www.miltonma.gov/,14,14,0,https://www.miltonma.gov/1057/How-to-Run-for-Town-Election | https://www.miltonma.gov/478/Town-Meeting | https://www.miltonma.gov/399/Select-Board | https://miltonma.gov/718/Planning-Board,https://miltonma.gov/1292/Annual-Town-Election--APRIL-28-2026,https://www.miltonma.gov/DocumentCenter/View/10279/1-Elected-Officials-2026--2027-5182026,48,1,279,schema-valid-for-serialized-persons,279 elected representative Town Meeting seats; ex-officio participants excluded. One Library Trustee resignation is preserved as an explicit vacancy.,locally-researched-substantial-with-officeholder-backfill
Monroe,,9,9,0,https://recorder.com/2026/05/05/monroe-town-election-results/,https://recorder.com/2026/05/05/monroe-town-election-results/,https://recorder.com/2026/05/05/monroe-town-election-results/ | https://recorder.com/2025/07/02/975k-budget-approved-in-monroe-62121236/,14,1,4,schema-valid-for-serialized-persons,Mass.gov confirms Monroe has no municipal website. Structure/current holders therefore rely on successive local election reporting; one 2026 Library Trustee seat is explicitly vacant.,locally-researched-substantial-source-limited
Monson,https://www.monson-ma.gov/,11,11,0,https://malegislature.gov/Laws/SessionLaws/Acts/2026/Chapter69 | https://www.monson-ma.gov/DocumentCenter/View/3022/ELECTED-TOWN-OFFICIALS-2025 | https://pathfindertech.org/school-committe/,https://www.monson-ma.gov/DocumentCenter/View/3715/Annual-Town-Election-Official-Results-06-09-26,https://www.monson-ma.gov/DocumentCenter/View/3715/Annual-Town-Election-Official-Results-06-09-26,28,0,2,schema-valid-for-serialized-persons,Acts 2026 c.69 controls the five-seat Select Board structure even though current roster material still reflects three incumbents; two transition seats remain unresolved.,locally-researched-substantial-with-structural-transition
Montague,https://montague-ma.gov/,11,11,0,https://montague-ma.gov/files/FY2023_ANNUAL_REPORT_-_Final_-_WEBSITE.pdf | https://montague-ma.gov/files/Nomination_Papers_Due_2026_-NEWSPAPER.pdf | https://www.gmrsd.org/school-committee-2,https://montague-ma.gov/files/Nomination_Papers_Due_2026_-NEWSPAPER.pdf,https://montague-ma.gov/files/2024-05-21_ANNUAL_ELECTION_RESULTS-FINAL.pdf | https://montague-ma.gov/files/Town_Election_2025-05-20.pdf | https://montague-ma.gov/files/2026-06-15__Selectboard_Meeting_Materials.pdf,29,0,135,schema-valid-for-serialized-persons,"Town Clerk, Treasurer/Tax Collector, and Tree Warden are excluded as appointed. Representative Town Meeting has 126 elected precinct seats; all holder slots remain unresolved pending full roster reconciliation.",locally-researched-substantial-with-officeholder-backfill
Monterey,https://www.montereyma.gov/,15,15,0,https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/monterey_elected_offices_post_on_website.pdf | https://www.montereyma.gov/about-monterey/files/fy22-elected-officials | https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/monterey_ma_atm_2025_05_03_cover_letter_and_warrant_001.pdf,https://www.montereyma.gov/town-clerk/pages/election-ballots-and-results,https://www.montereyma.gov/town-clerk/pages/election-ballots-and-results,19,0,29,schema-valid-for-serialized-persons,"Current 2026 election-result attachment was not fully retrievable, so post-2026 holders are conservatively left unresolved where not supported by current official pages or retained-term evidence. Town Clerk and Planning Board associate are excluded as non-elected.",locally-researched-substantial-with-officeholder-backfill
Nantucket,https://nantucket-ma.gov/,9,2,7,https://ecode360.com/11766101 | https://nantucket-ma.gov/3574/Running-for-Office,https://nantucket-ma.gov/3574/Running-for-Office,https://nantucket-ma.gov/DocumentCenter/View/55809/2026-Annual-Town-Election-Results-PDF,14,0,3,schema-valid-for-serialized-persons,See inventory notes; unresolved totals and roster conflicts are preserved conservatively.,locally-researched-substantial-with-officeholder-backfill
Natick,https://www.natickma.gov/,12,12,0,https://www.natickma.gov/DocumentCenter/View/15009/Complete-Charter-April-2023,https://www.natickma.gov/2299/Annual-Town-Election-3312026,https://www.natickma.gov/2299/Annual-Town-Election-3312026,14,0,210,schema-valid-for-serialized-persons,See inventory notes; unresolved totals and roster conflicts are preserved conservatively.,locally-researched-substantial-with-officeholder-backfill
Needham,https://www.needhamma.gov/,14,14,0,https://www.needhamma.gov/DocumentCenter/View/1859/General-By-LawsCharter-2021-PDF?bidId=,https://needhamma.gov/5755/2026-Annual-Town-Election-Candidates,https://needhamma.gov/DocumentCenter/View/61963/Final-Tally-4142026-Annual-Town-Election,47,1,244,schema-valid-for-serialized-persons,See inventory notes; unresolved totals and roster conflicts are preserved conservatively.,locally-researched-substantial-with-officeholder-backfill
New Bedford,https://www.newbedford-ma.gov/,3,3,0,https://library.municode.com/ma/new_bedford/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTIINGE_S2-7ADREFE | https://library.municode.com/ma/new_bedford/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTIIICICO_DIV1GE,https://www.sec.state.ma.us/divisions/elections/voter-resources/find-my-local-election-office.htm,https://stories.opengov.com/newbedfordma/published/nntClIy7M | https://newbedford.ss16.sharpschool.com/cms/one.aspx?pageId=159932,16,0,2,schema-valid-for-serialized-persons,See inventory notes; unresolved totals and roster conflicts are preserved conservatively.,locally-researched-substantial-with-officeholder-backfill
New Braintree,https://www.newbraintree.org/,10,8,2,https://www.newbraintree.org/warrant.html,https://www.newbraintree.org/warrant.html,https://www.newbraintree.org/warrant.html,13,0,1,schema-valid-for-serialized-persons,See inventory notes; unresolved totals and roster conflicts are preserved conservatively.,locally-researched-substantial-with-officeholder-backfill
New Marlborough,https://www.newmarlboroughma.gov/,12,12,0,https://www.newmarlboroughma.gov/1336/Town-By-Laws,https://www.newmarlboroughma.gov/DocumentCenter/View/3625,https://www.newmarlboroughma.gov/DocumentCenter/View/3645/OFFICIAL-RESULTS-OF-ANNUAL-TOWN-ELECTION-51126,32,1,0,schema-valid-for-serialized-persons,"See inventory notes; unresolved totals, stale rosters, and source conflicts are preserved conservatively.",locally-researched-substantial-with-officeholder-backfill
New Salem,https://www.newsalemma.org/,8,5,3,https://www.newsalemma.org/1495/2023-Annual-Town-Meeting-Warrant,https://www.newsalemma.org/1455/Town-Clerk,https://www.newsalemma.org/1455/Town-Clerk,5,0,6,schema-valid-for-serialized-persons,"See inventory notes; unresolved totals, stale rosters, and source conflicts are preserved conservatively.",locally-researched-substantial-with-officeholder-backfill
Newbury,https://www.newburyma.gov/,12,6,6,https://malegislature.gov/Laws/SessionLaws/Acts/2008/Chapter460,https://www.newburyma.gov/DocumentCenter/View/3342/ATM-2026-Electoral-Openings,https://www.newburyma.gov/AgendaCenter/ViewFile/Agenda/_05122026-1041,19,0,4,schema-valid-for-serialized-persons,"See inventory notes; unresolved totals, stale rosters, and source conflicts are preserved conservatively.",locally-researched-substantial-with-officeholder-backfill
Newburyport,https://www.cityofnewburyport.com/,3,3,0,https://www.cityofnewburyport.com/charter-review-committee/pages/charter-related-laws,https://www.cityofnewburyport.com/city-clerk/files/november-4-2025-election-warrant,https://www.cityofnewburyport.com/city-clerk/files/municipal-election-11-4-25-results,14,0,4,schema-valid-for-serialized-persons,"See inventory notes; unresolved totals, stale rosters, and source conflicts are preserved conservatively.",locally-researched-substantial-with-officeholder-backfill
Newton,https://www.newtonma.gov/,8,6,2,https://www.newtonma.gov/home/showpublisheddocument/29895/637268617822670000 | https://www.newtonma.gov/government/neighborhood-area-councils/newton-highlands | https://www.newtonma.gov/government/neighborhood-area-councils/newtonville | https://www.newtonma.gov/government/neighborhood-area-councils/newton-upper-falls | https://www.newtonma.gov/government/neighborhood-area-councils/waban,https://www.newtonma.gov/government/elections/running-for-office,https://www.newtonma.gov/home/showpublisheddocument/137615/638979188998130000 | https://www.newtonma.gov/government/elections/running-for-office,40,0,11,schema-valid-for-serialized-persons,"See inventory notes; unresolved totals, stale rosters, and source conflicts are preserved conservatively.",locally-researched-substantial-with-officeholder-backfill
Norfolk,https://www.norfolkmass.gov/,12,11,1,https://cms5.revize.com/revize/norfolk/Document_Center/Government/Boards%20%26%20Committees/Select%20Board/Town%20Meetings/Warrants/May%202025/2025%20ATM%20Warrant%20for%20Printer-FINAL%204.17.25.pdf | https://www.kingphilip.org/about/school-committee/ | https://cms5.revize.com/revize/norfolk/Document_Center/Departments/Government/Boards%20%26%20Committees/Select%20Board/Town%20Meetings/Warrants/May%202023/Spring%202023%20-%20ATM%20Warrant%20FINAL%20for%20Printer.pdf,https://cms5.revize.com/revize/norfolk/Document_Center/Government/Boards%20%26%20Committees/Select%20Board/Town%20Meetings/Warrants/May%202025/2025%20ATM%20Warrant%20for%20Printer-FINAL%204.17.25.pdf,https://cms5.revize.com/revize/norfolk/Document_Center/Departments/Town%20Clerk/Annual%20Town%20Reports/2020-2029/Final-2024%20Annual%20Report%20-%20Lane%20Printing%204%209%2025.pdf,31,0,4,schema-valid-for-serialized-persons,"Elected Constable status is verified, but total elected seats/composition remains unresolved because official materials also list appointed precinct constables. Library Trustee structure is verified, but the official roster appears stale for current-holder purposes.",locally-researched-substantial-with-documented-unresolved-items
North Adams,https://www.northadams-ma.gov/,4,4,0,https://ecode360.com/27084000 | https://www.mccanntech.org/about/history,https://www.northadams-ma.gov/government/departments_offices/city_clerk/2025_elections.php,https://www.northadams-ma.gov/government/departments_offices/city_clerk/2025_elections.php,15,0,6,schema-valid-for-serialized-persons,Current School Committee officeholder roster/vacancy chain could not be fully reconciled from the official dynamic school site; six holder markers remain unresolved.,locally-researched-substantial-with-documented-unresolved-items
