municipality,office_id,role,local_title,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes
Marion,marion-ma/school-committee-member,Marion School Committee Member,Marion School Committee Member,True,5,at-large,3,True,False,https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,https://www.marionma.gov/762/Town-Meeting-Information,https://marionma.gov/DocumentCenter/View/2746/Copy-of-Unofficial-ATE-Results?bidId=,schema-ready,
Marion,marion-ma/old-rochester-regional-school-committee-member,Old Rochester Regional School Committee Member,Old Rochester Regional School Committee Member,True,3,district,3,True,False,https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,https://www.marionma.gov/762/Town-Meeting-Information,https://marionma.gov/DocumentCenter/View/2746/Copy-of-Unofficial-ATE-Results?bidId=,schema-ready,Three Marion seats are represented on the current ORR committee; one current holder is appointed to an elected-seat vacancy and is preserved with how_seated=appointed.
Marion,marion-ma/upper-cape-cod-regional-vocational-school-committee-member,Upper Cape Cod Regional Vocational Technical School Committee Member,Upper Cape Cod Regional Vocational Technical School Committee Member,True,1,district,4,False,False,https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,https://www.marionma.gov/DocumentCenter/View/2345/Annual-Report-2024-PDF?bidId=,schema-ready,The annual report records Marion’s elected regional vocational-school representative with a November 2028 term; the seat is retained despite not appearing on the May 2026 annual town-election ballot because it follows a separate cycle.
Marlborough,marlborough-ma/mayor,Mayor,Mayor,True,1,at-large,2,False,False,https://www.marlborough-ma.gov/CivicAlerts.aspx?AID=86,https://www.marlborough-ma.gov/CivicAlerts.aspx?AID=86,https://www.marlborough-ma.gov/DocumentCenter/View/3476/2025-11-04-Municipal-Election-Results,schema-ready,
Marlborough,marlborough-ma/city-council-member,City Council Member,City Council Member,True,11,mixed,2,False,False,https://www.marlborough-ma.gov/387/City-Council,https://www.marlborough-ma.gov/CivicAlerts.aspx?AID=86,https://www.marlborough-ma.gov/DocumentCenter/View/3476/2025-11-04-Municipal-Election-Results,schema-ready,Eleven elected councilors: four at-large and seven ward members.
Marlborough,marlborough-ma/school-committee-member,School Committee Member,School Committee Member,True,6,at-large,4,True,False,https://www.mps-edu.org/page/school-committee,https://www.marlborough-ma.gov/CivicAlerts.aspx?AID=86,https://www.marlborough-ma.gov/DocumentCenter/View/3476/2025-11-04-Municipal-Election-Results,schema-ready,Six voter-elected School Committee seats are modeled. The Mayor serves ex officio as chair and is excluded from this six-seat elected Post.
Marshfield,marshfield-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select,schema-ready,Current charter still specifies a three-member Select Board. The May 2026 Town Meeting expansion vote is not treated as operative until the required legal/charter change is completed.
Marshfield,marshfield-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select,schema-ready,
Marshfield,marshfield-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select,schema-ready,
Marshfield,marshfield-ma/board-of-public-works-member,Board of Public Works Member,Board of Public Works Member,True,3,at-large,3,True,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select,schema-ready,
Marshfield,marshfield-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select,schema-ready,
Marshfield,marshfield-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select,schema-ready,Current charter controls at five elected members; older annual-report roster counts are not used to override the current charter.
Marshfield,marshfield-ma/veterans-memorial-trustee,Veterans Memorial Trustee,Veterans Memorial Trustee,True,5,at-large,,True,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.southshore.news/p/new-leadership-for-marshfield-select,schema-ready,
Marshfield,marshfield-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.marshfield-ma.gov/Documents/Government/Boards%20Commissions/Town%20Meeting/marshfield_tr_23_web_cc.pdf,schema-ready,Reverified 2026-08-20: current charter specifies a three-year term.
Marshfield,marshfield-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,False,https://ecode360.com/30029163,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.marshfield-ma.gov/Documents/Government/Boards%20Commissions/Town%20Meeting/marshfield_tr_23_web_cc.pdf,schema-ready,Reverified 2026-08-20: current charter specifies a three-year term.
Marshfield,marshfield-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,5,,False,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://959watd.com/blog/2026/05/smith-wins-marshfield-select-board-seat/,https://www.marshfield-ma.gov/Documents/Government/Boards%20Commissions/Town%20Meeting/marshfield_tr_23_web_cc.pdf,statutory-transition-seat-classification-unresolved,"Older local materials reflect the pre-2024 structure. Current M.G.L. c.121B §5 requires three elected, one tenant-appointed, and one state-appointed member; current elected-seat identity remains transition-unresolved."
Mashpee,mashpee-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,False,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results,schema-ready,
Mashpee,mashpee-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,False,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results,schema-ready,
Mashpee,mashpee-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,False,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results,schema-ready,
Mashpee,mashpee-ma/library-trustee,Library Trustee,Library Trustee,True,7,at-large,3,True,False,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results,schema-ready,2026 charter explicitly establishes seven elected Library Trustees.
Mashpee,mashpee-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,False,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results,schema-ready,
Mashpee,mashpee-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,3,True,False,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/1436/Planning-Board,schema-ready,Charter establishes five elected regular Planning Board members.
Mashpee,mashpee-ma/planning-board-associate-member,Planning Board Associate Member,Planning Board Associate Member,True,1,at-large,3,False,False,https://mashpeema.gov/DocumentCenter/View/4928/Charter-as-of-2026,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/1436/Planning-Board,schema-ready,Charter establishes one separately elected Planning Board associate member.
Mashpee,mashpee-ma/water-commissioner,Water District Commissioner,Water District Commissioner,True,3,district,3,True,False,https://mashpeema.gov/DocumentCenter/View/1296/2007-Annual-Report,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results,schema-ready,Mashpee Water District is a three-member elected district board whose election is conducted with the town election.
Mashpee,mashpee-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,5,,False,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.mashpeema.gov/DocumentCenter/View/4144,https://www.mashpeema.gov/town-clerk/files/may-10-2025-annual-town-election-unofficial-results,statutory-transition-seat-classification-unresolved,Current state-law transition prevents safe serialization of the local elected-seat identity without a complete transition chain.
Mattapoisett,mattapoisett-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,False,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,False,https://mattapoisett.gov/317/Select-Board,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,Acts 2025 c.21 expanded the Select Board; the current roster contains five members. Stale three-member descriptive text is not used to override the current structure.
Mattapoisett,mattapoisett-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,False,https://www.mattapoisett.gov/257/Board-of-Assessors,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,False,https://www.mattapoisett.gov/258/Board-of-Health,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/school-committee-member,School Committee Member,Mattapoisett School Committee Member,True,5,at-large,3,True,False,https://www.oldrochester.org/district/sc,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/old-rochester-regional-school-committee-member,Old Rochester Regional School Committee Member,Old Rochester Regional School Committee Member,True,3,district,3,True,False,https://www.mattapoisett.gov/328/ORR-District-School-Committee,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,Three Mattapoisett representatives serve on the nine-member ORR District School Committee.
Mattapoisett,mattapoisett-ma/library-trustee,Library Trustee,Library Trustee,True,6,at-large,3,True,False,https://mattapoisett.gov/314/Library-Trustees,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/moderator,Moderator,Moderator,True,1,at-large,1,False,False,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/water-sewer-commissioner,Water & Sewer Commissioner,Water & Sewer Commissioner,True,3,at-large,3,True,False,https://mattapoisett.gov/345/Water-Sewer-Commissioners,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,False,https://mattapoisett.gov/329/Planning-Board,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,
Mattapoisett,mattapoisett-ma/community-preservation-committee-elected-member,Community Preservation Committee Elected Member,Community Preservation Committee Elected Member,True,4,at-large,2,True,False,https://www.mattapoisett.gov/263/Community-Preservation-Committee,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,schema-ready,Four at-large members are elected; remaining CPC seats are filled by representatives of other boards and are excluded from this elected Post.
Mattapoisett,mattapoisett-ma/highway-surveyor,Highway Surveyor,Highway Surveyor,True,1,at-large,3,False,False,https://www.mattapoisett.gov/188/Highway-Department,https://www.mattapoisett.gov/188/Highway-Department,https://www.mattapoisett.gov/188/Highway-Department,schema-ready,
Mattapoisett,mattapoisett-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,5,,False,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.mattapoisett.gov/DocumentCenter/View/2229/Annual-Town-Election-2026-Candidate-List,https://www.mattapoisett.gov/584/2026-Annual-Town-Election-Information,statutory-transition-seat-classification-unresolved,"Current election materials prove the office remains on the ballot, but elected-seat composition is held unresolved pending c.121B transition reconciliation."
Maynard,maynard-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,False,https://www.townofmaynard-ma.gov/261/Select-Board,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,schema-ready,
Maynard,maynard-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,False,https://townofmaynard-ma.gov/AgendaCenter/ViewFile/Agenda/_07232026-2180,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,schema-ready,
Maynard,maynard-ma/library-trustee,Library Trustee,Library Trustee,True,3,at-large,3,True,False,https://www.townofmaynard-ma.gov/ArchiveCenter/ViewFile/Item/371,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,schema-ready,
Maynard,maynard-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,False,https://www.townofmaynard-ma.gov/DocumentCenter/View/4386/Presentation-for-Annual-Town-Meeting-May-18-2026,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,schema-ready,
Maynard,maynard-ma/regional-vocational-school-committee-member,Regional Vocational School Committee Member,Regional Vocational School Committee Member,True,1,district,3,False,False,https://www.townofmaynard-ma.gov/ArchiveCenter/ViewFile/Item/371,https://www.townofmaynard-ma.gov/ArchiveCenter/ViewFile/Item/371,https://www.townofmaynard-ma.gov/ArchiveCenter/ViewFile/Item/371,schema-ready,
Maynard,maynard-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,3,at-large,5,True,False,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,https://www.townofmaynard-ma.gov/m/newsflash/Home/Detail/522,schema-ready,Three voter-elected seats are modeled under current c.121B §5. Current Maynard roster identifies the tenant representative and state appointee; those two appointed seats are excluded.
Medfield,medfield-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,False,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,
Medfield,medfield-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,False,https://town.medfield.net/293/Select-Board,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,
Medfield,medfield-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,False,https://www.town.medfield.net/257/Board-of-Assessors,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,
Medfield,medfield-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,False,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,
Medfield,medfield-ma/library-trustee,Library Trustee,Library Trustee,True,6,at-large,3,True,False,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,"Two three-year trustee seats are elected each annual cycle, supporting a six-seat staggered elected board."
Medfield,medfield-ma/park-recreation-commissioner,Park & Recreation Commissioner,Park & Recreation Commissioner,True,5,at-large,3,True,False,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,2026 warrant includes one regular three-year seat and one two-year vacancy fill; normal commission term is three years.
Medfield,medfield-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,False,https://www.town.medfield.net/240/Planning-Board,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,
Medfield,medfield-ma/trust-fund-commissioner,Trust Fund Commissioner,Trust Fund Commissioner,True,3,at-large,3,False,False,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,
Medfield,medfield-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,False,https://www.town.medfield.net/2483/2026-Annual-Town-Meeting,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,schema-ready,Town organizational/election materials identify Town Clerk as a voter-elected office; not on the 2026 ballot because its current term was off-cycle.
Medfield,medfield-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,,,False,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.town.medfield.net/DocumentCenter/View/9436/Select-Board-Meeting-Packet_03032026,https://www.town.medfield.net/2036/Election-Results,statutory-transition-term-classification-unresolved,2026 local warrant labels one Housing Authority seat as a three-year election while current c.121B uses a three-elected/tenant/state structure with transition rules. Current local elected-seat mapping and normal term cycle are held unresolved.
Medford,medford-ma/mayor,Mayor,Mayor,True,1,at-large,2,False,False,https://www.medfordma.org/boards-commissions/charter-study-committee,https://www.medfordma.org/departments/elections-commission,https://www.medfordma.org/mayors-office/,schema-ready,Current charter structure retained for 2026. The revised charter changes representation beginning with the 2027 municipal election; future structure is not serialized early.
Medford,medford-ma/city-council-member,City Council Member,City Council Member,True,7,at-large,2,False,False,https://www.medfordma.org/citycouncil,https://www.medfordma.org/departments/elections-commission,https://www.medfordma.org/citycouncil,schema-ready,"Current charter: seven elected at-large councilors, two-year terms. Revised charter will move to eleven members (eight ward, three at-large) beginning with the 2027 transition."
Medford,medford-ma/school-committee-member,School Committee Member,School Committee Member,True,6,at-large,2,False,False,https://www.medfordma.org/boards-commissions/charter-study-committee,https://www.medfordma.org/departments/elections-commission,https://www.mps02155.org/about/school-committee,schema-ready,Six voter-elected at-large members are serialized. The Mayor is an ex-officio committee member/chair under the current charter and is excluded from the six-seat elected Post. Revised charter changes district/at-large composition in 2027.
Medway,medway-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://medwayma.gov/select-board/,schema-ready,
Medway,medway-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://medwayma.gov/news-and-notices/town-election-results/,schema-ready,
Medway,medway-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://www.medwayschools.org/page/school-committee,schema-ready,
Medway,medway-ma/library-trustee,Library Trustee,Library Trustee,True,5,at-large,3,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://www.medwaylib.org/library-trustees/,schema-ready,
Medway,medway-ma/planning-economic-development-board-member,Planning & Economic Development Board Member,Planning & Economic Development Board Member,True,5,at-large,3,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://medwayma.gov/planning-economic-development-board/,schema-ready,
Medway,medway-ma/board-of-health-elected-member,Board of Health Elected Member,Board of Health Elected Member,True,3,at-large,3,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://www.medwayma.gov/board-of-health/,schema-ready,Charter establishes a five-member Board of Health with three elected and two appointed members. Only the three voter-elected seats are serialized.
Medway,medway-ma/water-sewer-advisory-board-elected-member,Water & Sewer Advisory Board Elected Member,Water & Sewer Advisory Board Elected Member,True,3,at-large,3,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://www.medwayma.gov/dpw-water-sewer/,schema-ready,Charter establishes three elected and two appointed members. Only voter-elected seats are serialized.
Medway,medway-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,3,at-large,,True,False,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://medwayma.gov/2026-town-election-nomination-papers/,https://medwayma.gov/housing-authority/,schema-ready,Current roster distinguishes three local elected members from the tenant representative and state appointee. Normal local term-cycle normalization is left unspecified during the c.121B transition.
Medway,medway-ma/parks-commission-elected-member,Parks Commission Elected Member,Parks Commission Elected Member,True,3,at-large,3,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://medwayma.gov/dpw-parks-commission/,schema-ready,Charter establishes three elected and two appointed Parks Commission seats. Only voter-elected seats are serialized.
Medway,medway-ma/redevelopment-authority-member,Redevelopment Authority Member,Redevelopment Authority Member,True,4,at-large,5,True,False,https://storage.googleapis.com/juniper-media-library/117/2024/08/medway_charter_for_posting.pdf,https://medwayma.gov/2026-town-election-nomination-papers/,https://medwayma.gov/redevelopment-authority/,schema-ready,Four local voter-elected members are serialized; the fifth seat is state-appointed and excluded.
Melrose,melrose-ma/mayor,Mayor,Mayor,True,1,at-large,4,False,False,https://www.cityofmelrose.org/336/City-of-Melrose-Charter-Administrative-C,https://www.cityofmelrose.org/m/newsflash/home/detail/52,https://www.cityofmelrose.org/196/Mayor,schema-ready,
Melrose,melrose-ma/city-council-member,City Council Member,City Council Member,True,11,mixed ward-at-large,2,False,False,https://www.cityofmelrose.org/336/City-of-Melrose-Charter-Administrative-C,https://www.cityofmelrose.org/m/newsflash/home/detail/52,https://www.cityofmelrose.org/513/City-Council,schema-ready,"Eleven voter-elected councilors: four at-large and seven ward seats, all elected every two years."
Melrose,melrose-ma/school-committee-member,School Committee Member,School Committee Member,True,6,at-large,4,True,False,https://www.cityofmelrose.org/336/City-of-Melrose-Charter-Administrative-C,https://www.cityofmelrose.org/m/newsflash/home/detail/52,https://www.cityofmelrose.org/m/NewsFlash/Home/Detail/74,schema-ready,Six voter-elected at-large members are serialized. The Mayor serves on the committee ex officio and is excluded from this six-seat voter-elected Post.
Melrose,melrose-ma/northeast-metropolitan-regional-vocational-school-committee-member,Northeast Metropolitan Regional Vocational School Committee Member,Northeast Metropolitan Regional Vocational School Committee Member,True,1,district,4,False,False,https://northeastmetrotech.com/77018_2,https://www.cityofmelrose.org/m/newsflash/home/detail/52,https://northeastmetrotech.com/77018_2,schema-ready,
Mendon,mendon-ma/moderator,Moderator,Moderator,True,1,at-large,1,False,False,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_05192026-1520,schema-ready,
Mendon,mendon-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,False,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://mendonma.gov/210/Select-Board,schema-ready,
Mendon,mendon-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,False,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/227/Board-of-Assessors,schema-ready,
Mendon,mendon-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,False,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/226/Board-of-Health,schema-ready,
Mendon,mendon-ma/mendon-upton-regional-school-committee-member,Mendon-Upton Regional School Committee Member,Mendon-Upton Regional School Committee Member,True,3,district,3,True,False,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mursd.org/o/mendon-upton-regional-school-district/page/school-committee-members,schema-ready,
Mendon,mendon-ma/blackstone-valley-regional-vocational-school-committee-member,Blackstone Valley Regional Vocational School Committee Member,Blackstone Valley Regional Vocational School Committee Member,True,1,district,4,False,False,https://www.mendonma.gov/sites/g/files/vyhlif881/f/pages/2024_annual_town_report.pdf,https://www.mendonma.gov/sites/g/files/vyhlif881/f/pages/2024_annual_town_report.pdf,https://www.valleytech.k12.ma.us/school-committee,schema-ready,
Mendon,mendon-ma/library-trustee,Taft Library Trustee,Taft Library Trustee,True,5,at-large,3,True,False,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://mendonma.gov/207/Taft-Library-Trustees,schema-ready,
Mendon,mendon-ma/water-commissioner,Water Commissioner,Water Commissioner,True,3,at-large,3,True,False,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/AgendaCenter/ViewFile/Minutes/_04292026-1515,https://www.mendonma.gov/204/Water-Commission,schema-ready,
